full_name,team,games_played,minutes,points,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,personal_fouls,turnovers,salary,points_p36,field_goals_made_p36,field_goals_attempted_p36,free_throws_made_p36,free_throws_attempted_p36,offensive_rebounds_p36,defensive_rebounds_p36,assists_p36,steals_p36,blocks_p36,personal_fouls_p36,turnovers_p36,game_score,value_score
John Collins,Utah Jazz,40,1220.49,758.0,280.0,531.0,139.0,164.0,89.0,238.0,80.0,39.0,40.0,116.0,103.0,25340000,22.35823316864538,8.258977951478505,15.66256175798245,4.099992625912543,4.837401371580267,2.625175134577096,7.020131258756729,2.3597079861367156,1.150357643241649,1.1798539930683578,3.421576579898238,3.0381240321510212,17.568025956787842,0.6932922634880758
Kevin Huerter,Sacramento Kings,69,1678.99,681.0,257.0,604.0,35.0,49.0,30.0,175.0,156.0,66.0,23.0,121.0,67.0,15669643,14.601635507060791,5.510455690623529,12.950642946056854,0.7504511640926986,1.050631629729778,0.6432438549365989,3.752255820463493,3.3448680456703137,1.4151364808605171,0.493153622118059,2.5944168815776147,1.4365779426917373,10.823649932399835,0.6907400463686272
Tyler Herro,Miami Heat,77,2725.08,1840.0,651.0,1378.0,287.0,327.0,35.0,364.0,424.0,69.0,17.0,85.0,198.0,27000000,24.30754326478489,8.60011449205161,18.204236205909552,3.7914483244528605,4.319873178035141,0.4623717468844951,4.80866616759875,5.601303447972169,0.9115328724294334,0.22458056277246907,1.1229028138623454,2.615703025232287,18.484301378308167,0.6846037547521543
Domantas Sabonis,Sacramento Kings,70,2428.88,1337.0,527.0,893.0,218.0,289.0,267.0,705.0,423.0,48.0,26.0,229.0,202.0,30600000,19.816540957148973,7.811007542571061,13.235730048417377,3.2311188696024504,4.283455749151872,3.95737953295346,10.449260564540035,6.269556338724021,0.7114390171601727,0.3853628009617601,3.3941569777016567,2.9939725305490597,20.1781891242054,0.6594179452354706
Gabe Vincent,Los Angeles Lakers,72,1527.27,460.0,168.0,420.0,15.0,21.0,20.0,72.0,98.0,51.0,13.0,152.0,41.0,10500000,10.842876505136616,3.9600070714411992,9.900017678602998,0.35357205995010704,0.4950008839301499,0.4714294132668094,1.697145887760514,2.310004125007366,1.202145003830364,0.30642911862342614,3.582863540827751,0.9664302971969593,6.913512345557759,0.658429747195977
Marcus Smart,Memphis Grizzlies,34,680.34,305.0,101.0,257.0,54.0,71.0,18.0,54.0,109.0,39.0,9.0,53.0,54.0,18833712,16.13898932886498,5.344386630214305,13.599082811535409,2.8573948319957667,3.756945056883323,0.9524649439985889,2.8573948319957667,5.767704383102567,2.0636740453302758,0.47623247199929447,2.804480112884734,2.8573948319957667,12.376752800070552,0.6571595020711027
Luguentz Dort,Oklahoma City Thunder,71,2073.3,719.0,258.0,593.0,33.0,46.0,89.0,204.0,115.0,79.0,39.0,208.0,51.0,15277778,12.4844450875416,4.4798147880191,10.296628563160178,0.5729995659094197,0.7987266676313123,1.5453624656344958,3.542179134712776,1.996816669078281,1.3717262335407319,0.6771813051656778,3.6116336275502814,0.885544783678194,10.036174215019534,0.6569132117916319
Cameron Johnson,Brooklyn Nets,57,1799.76,1070.0,355.0,747.0,201.0,225.0,54.0,193.0,194.0,53.0,25.0,104.0,99.0,25679348,21.402853713828513,7.100946792905721,14.941992265635417,4.020536071476196,4.500600080010668,1.0801440192025604,3.86051473529804,3.8805174023203097,1.0601413521802907,0.5000666755567409,2.080277370316042,1.9802640352046939,16.82024269902654,0.6550105049017031
Andrew Wiggins,Golden State Warriors,60,1842.28,1078.0,376.0,839.0,196.0,257.0,89.0,180.0,158.0,60.0,50.0,101.0,99.0,24330357,21.065201815142107,7.347417330698917,16.394901969298914,3.8300366936622012,5.022037909546866,1.7391493149792647,3.5173806370367156,3.087478559176672,1.1724602123455719,0.9770501769546431,1.9736413574483793,1.9345593503701934,15.617170028443013,0.6418800196167699
Dorian Finney-Smith,Brooklyn Nets,63,1818.68,549.0,195.0,435.0,30.0,45.0,80.0,167.0,90.0,58.0,23.0,136.0,56.0,13932008,10.867222381067588,3.8599423757890334,8.61064068445246,0.5938372885829283,0.8907559328743924,1.5835661028878087,3.3056942397783007,1.7815118657487847,1.1480854245936614,0.455275254580245,2.6920623749092747,1.1084962720214662,8.893703125343658,0.6383647730710216
Jordan Clarkson,Utah Jazz,37,962.47,600.0,201.0,493.0,114.0,143.0,25.0,93.0,138.0,31.0,9.0,52.0,86.0,23487629,22.442257940507236,7.518156410069924,18.440055274450113,4.264029008696375,5.348738142487558,0.9350940808544682,3.4785499807786215,5.161719326316664,1.1595166602595406,0.3366338691076085,1.9449956881772938,3.2167236381393707,14.819370993381611,0.6309436764937667
Buddy Hield,Philadelphia 76ers,82,1862.99,912.0,328.0,786.0,53.0,64.0,51.0,213.0,134.0,69.0,23.0,132.0,91.0,19279841,17.623283002055835,6.338198272669204,15.188487324140226,1.0241600867422798,1.2367216141793569,0.985512536299175,4.115964122190672,2.5893858796880287,1.333340490287119,0.44444683009570635,2.5507383292449237,1.7584635451612731,12.044509095593645,0.6247203540523827
Jayson Tatum,Boston Celtics,72,2623.82,1932.0,662.0,1465.0,358.0,440.0,48.0,575.0,431.0,76.0,38.0,157.0,209.0,32600060,26.50791593935559,9.082940140710871,20.10046420867285,4.911922311743946,6.036999489294234,0.658581762468462,7.889260696236784,5.913515408831398,1.0427544572417315,0.5213772286208658,2.154111181407261,2.867574757414762,20.26648169462844,0.6216700734485899
Nikola Jokić,Denver Nuggets,70,2570.76,2071.0,786.0,1364.0,361.0,451.0,200.0,692.0,716.0,127.0,45.0,160.0,230.0,47607350,29.00154040050413,11.006861784063856,19.100966251225316,5.055314381739251,6.315642066937404,2.8007281893292255,9.690519535079119,10.026606917798627,1.778462400224058,0.6301638425990757,2.24058255146338,3.220837417728609,29.51827475143537,0.6200360816435986
Duncan Robinson,Miami Heat,74,1785.59,817.0,290.0,663.0,47.0,53.0,18.0,149.0,176.0,40.0,6.0,135.0,86.0,18154000,16.471866441904357,5.846806937762868,13.367010343919937,0.947585951982258,1.0685543713842482,0.36290525820597114,3.0040490818160945,3.5484069691250513,0.8064561293466026,0.12096841940199039,2.7217894365447837,1.7338806780951956,11.112965462396184,0.6121496894566588
Donovan Mitchell,Cleveland Cavaliers,71,2232.03,1701.0,585.0,1320.0,298.0,362.0,57.0,265.0,354.0,95.0,17.0,140.0,149.0,33162030,27.435115119420438,9.435357051652531,21.29003642424161,4.806387010927272,5.838631201193532,0.9193424819558876,4.274136100321232,5.70960067741025,1.5322374699264794,0.27418986303947523,2.2580341662074432,2.403193505463636,20.233599010765985,0.6101435590874861
Giannis Antetokounmpo,Milwaukee Bucks,67,2288.63,2036.0,793.0,1319.0,436.0,707.0,147.0,651.0,433.0,58.0,78.0,155.0,206.0,45640084,32.02614664668382,12.473838060324297,20.747783608534363,6.858251443003018,11.121063693126455,2.3123003718381736,10.240187360997627,6.811061639496117,0.9123362011334292,1.2269348911794393,2.4381398478565774,3.2403665074739036,27.8010862393659,0.6091374906182447
Anfernee Simons,Portland Trail Blazers,70,2291.9,1348.0,479.0,1125.0,175.0,194.0,25.0,164.0,337.0,60.0,5.0,117.0,143.0,24107143,21.17369867795279,7.523888476809633,17.670928050962083,2.7488110301496573,3.047253370565906,0.39268729002137964,2.5760286225402504,5.293424669488197,0.9424494960513111,0.07853745800427592,1.8377765173000566,2.2461712989222913,14.463458266067452,0.5999656726667051
Jordan Poole,Washington Wizards,68,2000.89,1391.0,457.0,1057.0,242.0,274.0,31.0,172.0,303.0,86.0,27.0,201.0,204.0,27955357,25.026863045944552,8.222341058229087,19.017537195947803,4.354062442213214,4.92980623622488,0.5577518004488002,3.094622892812698,5.4515740495479506,1.547311446406349,0.4857838261973421,3.6163907061357694,3.6703666868243627,16.678578032775413,0.5966147394495951
Mikal Bridges,Brooklyn Nets,82,3036.08,1444.0,592.0,1183.0,96.0,118.0,71.0,188.0,306.0,75.0,43.0,127.0,132.0,21700000,17.122078469605544,7.0195778767357915,14.027298358409528,1.1383099259571554,1.3991726173223367,0.8418750494058128,2.229190271666096,3.6283628889884327,0.8893046296540276,0.5098679876683092,1.5058891728808201,1.5651761481910884,12.883059734921344,0.5936893887060528
Ja Morant,Memphis Grizzlies,50,1519.11,1159.0,404.0,889.0,263.0,319.0,34.0,171.0,364.0,61.0,12.0,113.0,185.0,34005250,27.46608211386931,9.574026897328043,21.067598791397593,6.232596717815037,7.559689555068429,0.8057349369038451,4.05237277089875,8.626103442147047,1.4455832691510162,0.28437703655429825,2.6778837608863086,4.384145980212098,20.024882990698508,0.5888762173693329
Kentavious Caldwell-Pope,Denver Nuggets,77,2279.04,673.0,239.0,544.0,82.0,95.0,33.0,136.0,136.0,99.0,34.0,136.0,62.0,14704938,10.630791912384161,3.775273799494524,8.593091828138164,1.2952822240943556,1.5006318449873632,0.5212721145745577,2.148272957034541,2.148272957034541,1.5638163437236732,0.5370682392586352,2.148272957034541,0.9793597304128054,8.65785593934288,0.5887720124588679
Gary Trent Jr.,Toronto Raptors,74,1893.4,824.0,283.0,657.0,78.0,92.0,20.0,148.0,87.0,72.0,4.0,124.0,42.0,18560000,15.66705397697264,5.380796450829195,12.491813668532798,1.4830463716066336,1.7492341818950035,0.3802683004119573,2.813985423048484,1.6541671067920143,1.3689658814830463,0.07605366008239145,2.357663462554135,0.7985634308651104,10.917502904827293,0.5882275271997465
DeMar DeRozan,Chicago Bulls,77,2767.61,1710.0,624.0,1308.0,378.0,441.0,50.0,248.0,342.0,62.0,32.0,150.0,105.0,28600000,22.243018344347647,8.116750553726861,17.01395789146592,4.916877739276849,5.736357362489657,0.6503806533434985,3.2258880405837527,4.44860366886953,0.8064720101459382,0.416243618139839,1.9511419600304953,1.365799372021347,16.74079801706165,0.5853425880091485
Karl-Anthony Towns,Minnesota Timberwolves,72,2516.72,1759.0,639.0,1215.0,339.0,409.0,212.0,708.0,222.0,71.0,50.0,249.0,192.0,36016200,25.16132108458629,9.140468546361934,17.379764137448745,4.849168759337551,5.850472042976573,3.032518516163896,10.12746749737754,3.175561842398042,1.015607616262437,0.7152166311707302,3.5617788232302363,2.746431863695604,20.980164658762206,0.5825202175343931
Anthony Davis,Los Angeles Lakers,51,1705.49,1261.0,470.0,910.0,286.0,369.0,134.0,456.0,181.0,59.0,110.0,98.0,113.0,40600080,26.617570317034986,9.920902497229536,19.208555898891227,6.0369747110801,7.788963875484465,2.8285126268696974,9.625386252631209,3.8206028765926505,1.2453898879500904,2.3219133504154232,2.068613712188286,2.3852382599722075,23.639188737547563,0.5822448807378597
Julius Randle,New York Knicks,69,2225.53,1288.0,455.0,939.0,270.0,335.0,144.0,343.0,323.0,47.0,16.0,175.0,196.0,28226880,20.834587716184455,7.360044573652118,15.189190889361184,4.367498977771587,5.418933916864747,2.3293327881448462,5.5483412939839045,5.224822851186009,0.760268340575054,0.25881475423831624,2.8307863744815838,3.1704807394193737,16.31665266251185,0.5780537084690851
Bogdan Bogdanović,Atlanta Hawks,54,1347.66,583.0,210.0,492.0,58.0,66.0,24.0,135.0,146.0,41.0,11.0,127.0,74.0,18700000,15.57366101242153,5.609723520769333,13.142780820088152,1.5493522104981967,1.7630559636703618,0.6411112595164953,3.6062508347802855,3.9000934953920128,1.095231735007346,0.293842660611727,3.3925470816081202,1.976759716842527,10.75998397221851,0.5754002124181021
Lonzo Ball,Utah Jazz,35,777.03,267.0,89.0,243.0,22.0,27.0,25.0,93.0,115.0,47.0,17.0,55.0,41.0,20465117,12.370178757576928,4.123392919192309,11.258252577120576,1.0192656654183236,1.2509169530133972,1.1582564379753677,4.308713949268368,5.327979614686692,2.1775221033936916,0.7876143778232501,2.5481641635458088,1.8995405582796032,11.68912397204741,0.5711730830587194
Luka Dončić,Dallas Mavericks,50,1768.55,1408.0,461.0,1025.0,309.0,395.0,40.0,369.0,383.0,89.0,21.0,126.0,179.0,40064220,28.660767295241868,9.383958610160866,20.86455005512991,6.289898504424529,8.040485143196404,0.8142263436148257,7.511238019846767,7.7962172401119565,1.8116536145429871,0.4274688303977835,2.564812982386701,3.643662887676345,22.83090667495971,0.5698577602399275
Darius Garland,Cleveland Cavaliers,75,2300.77,1544.0,554.0,1174.0,224.0,255.0,47.0,167.0,506.0,91.0,11.0,143.0,189.0,34005250,24.15886855270192,8.668402317485016,18.369502383984493,3.504913572412714,3.989968575737688,0.7354059727830248,2.613038243718407,7.917349409110863,1.4238711387926652,0.17211629150241006,2.2375117895313306,2.9572708267232275,19.10647305032663,0.5618683306350235
Kristaps Porziņģis,Boston Celtics,42,1209.96,818.0,277.0,574.0,161.0,199.0,68.0,216.0,87.0,31.0,63.0,116.0,53.0,36016200,24.337994644451054,8.241594763463254,17.07825052067837,4.79024099970247,5.920856887831002,2.0232073787563225,6.4266587325200835,2.588515322820589,0.9223445403153823,1.8744421303183576,3.4513537637607854,1.5769116334424278,19.660815233561436,0.5458881068397399
De'Aaron Fox,Sacramento Kings,62,2241.14,1459.0,539.0,1163.0,263.0,318.0,54.0,244.0,392.0,91.0,25.0,164.0,174.0,32600060,23.43628688970792,8.658093648768038,18.68156384697074,4.224635676486074,5.108114620237915,0.8674156902290799,3.91943385955362,6.29679538092221,1.4617560705712274,0.40158133806901847,2.6343735777327613,2.7950061129603685,17.553923449672936,0.5384629184631236
Khris Middleton,Milwaukee Bucks,37,843.182,440.0,160.0,337.0,72.0,84.0,13.0,124.0,150.0,35.0,8.0,75.0,56.0,29320988,18.785979776608134,6.831265373312049,14.388352692538502,3.074069417990422,3.5864143209888253,0.5550403115816039,5.294230664316838,6.404311287480046,1.4943393004120107,0.34156326866560244,3.202155643740023,2.3909428806592175,15.763144848917548,0.5376061969302518
Tim Hardaway Jr.,Dallas Mavericks,77,2152.79,844.0,276.0,680.0,124.0,145.0,18.0,165.0,123.0,38.0,7.0,96.0,48.0,17897728,14.113777934680114,4.615406054468852,11.371290279126157,2.073588227370064,2.424760427166607,0.3010047426827512,2.759210141258553,2.056865741665467,0.6354544567746971,0.11705739993218103,1.60535862764134,0.80267931382067,9.610412534432063,0.5369627102631163
James Harden,LA Clippers,79,2789.04,1802.0,531.0,1295.0,505.0,578.0,55.0,401.0,687.0,118.0,55.0,162.0,341.0,35640000,23.259616212029947,6.853971258927803,16.715428964805096,6.5183719129162725,7.460631615179416,0.7099216934859307,5.175974528870149,8.867567334996988,1.5231047242061784,0.7099216934859307,2.091042078994923,4.40151449961277,18.962653816366927,0.5320609937252224
Jaylen Brown,Boston Celtics,63,2157.93,1398.0,518.0,1118.0,246.0,322.0,82.0,286.0,286.0,73.0,19.0,154.0,162.0,31830357,23.322350585978228,8.641614880927555,18.65120740709847,4.103932935730075,5.371814655711724,1.3679776452433585,4.771239104141469,4.771239104141469,1.2178337573507947,0.3169704299954123,2.5691287483838683,2.702589982066147,16.654293698127375,0.5232204495264497
Bam Adebayo,Miami Heat,78,2673.69,1410.0,540.0,1113.0,251.0,328.0,185.0,564.0,337.0,98.0,53.0,162.0,161.0,32600060,18.984998260830537,7.270850397764887,14.98603054205985,3.379598981183308,4.416368389753487,2.4909394881231557,7.593999304332216,4.537549229716235,1.3195247018165905,0.71362050200285,2.181255119329466,2.167790581555827,16.965317594784732,0.5204075573721255
Brook Lopez,Milwaukee Bucks,80,2546.07,1041.0,394.0,774.0,114.0,138.0,113.0,288.0,143.0,50.0,148.0,171.0,84.0,25000000,14.719155404211197,5.570938740883008,10.943925343765095,1.6118959808646265,1.9512425031519165,1.5977565424359894,4.072158267447477,2.0219396952951016,0.7069719214318537,2.092636887438287,2.4178439712969397,1.1877128280055145,12.923446723774285,0.5169378689509714
Devin Booker,Phoenix Suns,75,2794.97,1923.0,654.0,1420.0,432.0,483.0,76.0,229.0,529.0,67.0,16.0,198.0,220.0,36016200,24.76878106026183,8.423704011134289,18.28999953487873,5.564281548639163,6.221175898131286,0.9789013835568898,2.94958443203326,6.813668840810456,0.8629788512935739,0.2060845018014505,2.55029570979295,2.833661899769944,18.56563755603817,0.5154801882496812
Draymond Green,Golden State Warriors,68,1983.31,613.0,216.0,509.0,101.0,147.0,74.0,340.0,383.0,99.0,70.0,219.0,174.0,22321429,11.126853593235552,3.920718395006328,9.239100291936209,1.8332988791464775,2.6682666854904173,1.3432090797706864,6.171501177324775,6.952014561515849,1.796995931044567,1.2706031835668654,3.9751728171591934,3.1583564848662085,11.489883074254655,0.514746751843471
Jamal Murray,Denver Nuggets,67,2418.35,1436.0,531.0,1121.0,218.0,246.0,45.0,216.0,403.0,91.0,33.0,128.0,138.0,33833400,21.376558397254325,7.904563028511175,16.687410837968038,3.245187834680671,3.6620009510616747,0.6698782227551844,3.215415469224885,5.999131639340873,1.3546426282382615,0.4912440300204685,1.905431389170302,2.0542932164492322,17.205449996898714,0.5085344658502756
Kyrie Irving,Dallas Mavericks,50,1803.8,1234.0,447.0,945.0,196.0,214.0,60.0,180.0,231.0,66.0,23.0,101.0,111.0,37037037,24.628007539638542,8.921166426433086,18.860184055882026,3.911741878257013,4.2709834793214325,1.1974720035480653,3.592416010644196,4.610267213660051,1.3172192039028718,0.45903093469342504,2.01574453930591,2.215323206563921,18.61071072180952,0.5024891899913463
Mike Conley,Minnesota Timberwolves,71,1755.85,582.0,187.0,468.0,81.0,90.0,32.0,150.0,319.0,79.0,14.0,111.0,75.0,24360000,11.932682176723524,3.834040493208418,9.595352678190052,1.660734117379047,1.8452601304211638,0.6560924908164137,3.0754335507019395,6.540422017826124,1.6197283367030215,0.28704046473218103,2.275820827519435,1.5377167753509697,12.008542870974171,0.4929615300071499
Trae Young,Atlanta Hawks,76,2739.06,1841.0,566.0,1376.0,491.0,561.0,36.0,200.0,880.0,91.0,12.0,145.0,355.0,40064220,24.19662219885654,7.4390484326739825,18.085036472366433,6.453308799369127,7.373332457120326,0.4731550239863311,2.628639022146284,11.566011697443649,1.1960307550765592,0.15771834132877702,1.9057632910560556,4.6658342643096535,19.239009003088654,0.4802042571423743
Bruce Brown,Toronto Raptors,41,921.53,340.0,130.0,309.0,53.0,65.0,40.0,124.0,84.0,34.0,10.0,71.0,39.0,22000000,13.282258852126356,5.078510737577724,12.071229368550128,2.070469762243226,2.539255368788862,1.5626186884854536,4.844117934304906,3.2814992458194525,1.3282258852126356,0.3906546721213634,2.77364817206168,1.5235532212733172,10.48907794645861,0.47677627029357317
Pascal Siakam,Indiana Pacers,78,2547.85,1578.0,613.0,1182.0,226.0,308.0,133.0,407.0,263.0,70.0,42.0,189.0,109.0,37893408,22.29644602311753,8.661420413289637,16.70114017701199,3.193280609141041,4.351904546970975,1.8792315089192848,5.750731008497361,3.7160743371862552,0.9890692152206763,0.5934415291324058,2.670486881095826,1.5401220637007675,18.04486135369037,0.47620054004354445
Deandre Ayton,Portland Trail Blazers,40,1205.62,576.0,265.0,468.0,40.0,60.0,124.0,282.0,64.0,31.0,39.0,88.0,69.0,32459438,17.19944924603109,7.912941059371942,13.974552512400258,1.1944061976410478,1.7916092964615717,3.7026592126872484,8.420563693369388,1.9110499162256764,0.9256648031718121,1.1645460427000216,2.6276936348103055,2.060350690930808,15.428742058028242,0.47532375816328803
Brandon Ingram,New Orleans Pelicans,18,595.032,400.0,155.0,333.0,47.0,55.0,17.0,83.0,93.0,16.0,11.0,45.0,69.0,33833400,24.200379139273178,9.377646916468358,20.146815633444923,2.8435445488645987,3.3275521316500623,1.02851611341911,5.021578671399185,5.626588149881014,0.9680151655709273,0.6655104263300125,2.7225426531682326,4.174565401524624,15.990400516274757,0.47262174408350205
Joel Embiid,Philadelphia 76ers,19,574.393,452.0,140.0,315.0,149.0,169.0,36.0,119.0,85.0,14.0,18.0,42.0,62.0,46900000,28.32903604326654,8.774480190392293,19.74258042838266,9.33855391691751,10.592051086973553,2.2562949061008752,7.458308161833448,5.327362972738177,0.8774480190392292,1.1281474530504376,2.6323440571176877,3.8858412271737293,21.792048301424284,0.4646492175143771
Terry Rozier,Miami Heat,64,1658.22,679.0,248.0,635.0,92.0,108.0,44.0,194.0,167.0,37.0,14.0,73.0,78.0,22205221,14.741107935014654,5.384086550638637,13.785866772804573,1.9973224300756234,2.3446828526974706,0.9552411622100807,4.211745124289901,3.625574411115534,0.8032709773130223,0.3039403697941166,1.5848319282121792,1.6933820602815066,10.264500488475594,0.4622561733781255
Gary Harris,Orlando Magic,48,710.71,145.0,51.0,133.0,7.0,12.0,20.0,44.0,30.0,26.0,12.0,45.0,17.0,13000000,7.34476790814819,2.5833321607969495,6.736925046784202,0.3545750024623264,0.6078428613639881,1.0130714356066468,2.228757158334623,1.5196071534099702,1.316992866288641,0.6078428613639881,2.2794107301149555,0.8611107202656498,5.972056112901182,0.45938893176162937
Michael Porter Jr.,Denver Nuggets,77,2593.26,1398.0,528.0,1048.0,149.0,194.0,138.0,402.0,165.0,50.0,38.0,157.0,104.0,33386850,19.407232595266187,7.329770250572638,14.548483376136598,2.0684389532865968,2.693135281460401,1.9157354063996666,5.580620531685986,2.2905532033039493,0.694107031304227,0.5275213437912126,2.1794960782952733,1.4437426251127923,15.271742902755603,0.45741790263997956
Maxi Kleber,Dallas Mavericks,34,636.875,103.0,37.0,96.0,16.0,21.0,25.0,70.0,43.0,9.0,17.0,66.0,23.0,11000000,5.822178606476938,2.0914622178606477,5.426496565260059,0.9044160942100099,1.1870461236506378,1.4131501472031405,3.956820412168793,2.4306182531894014,0.5087340529931305,0.9609421000981354,3.730716388616291,1.300098135426889,5.013856722276742,0.45580515657061293
Jimmy Butler III,Miami Heat,55,1746.14,964.0,301.0,597.0,330.0,392.0,125.0,171.0,298.0,77.0,18.0,52.0,74.0,45183960,19.874695041634688,6.205687974618301,12.308291431385799,6.803578178152954,8.081826199502903,2.5771129462700584,3.52549051049744,6.143837263907819,1.587501574902356,0.3711042642628884,1.0720789856483441,1.5256508641918747,20.284971422680883,0.44894186836835204
Dillon Brooks,Houston Rockets,75,2388.26,1053.0,384.0,895.0,99.0,121.0,75.0,200.0,128.0,60.0,16.0,242.0,76.0,22627671,15.87264368201117,5.788314505120882,13.490993442924974,1.4922998333514774,1.8239220185406948,1.1305301767814222,3.014747138083793,1.9294381683736275,0.9044241414251378,0.24117977104670343,3.6478440370813896,1.1456039124718413,10.126535636823457,0.4475288524755136
LeBron James,Los Angeles Lakers,70,2444.45,1710.0,651.0,1270.0,259.0,331.0,72.0,474.0,575.0,70.0,39.0,99.0,260.0,47607350,25.183579128229255,9.587432755834646,18.70359385546851,3.8143549673750745,4.874716193826832,1.0603612264517581,6.980711407474075,8.468162572357791,1.0309067479392093,0.5743623309947022,1.4579966863711675,3.829082206631349,21.286751621019047,0.4471316219243257
Damian Lillard,Milwaukee Bucks,58,2092.87,1447.0,444.0,992.0,362.0,393.0,29.0,243.0,410.0,70.0,10.0,97.0,162.0,45640084,24.890222517404332,7.637359224414321,17.063649438331094,6.226855944229694,6.760094989177541,0.4988365259189534,4.179906062010541,7.052516400923135,1.204088166011267,0.17201259514446668,1.6685221729013269,2.7866040413403605,20.19771892186328,0.4425434213018381
Chris Paul,Golden State Warriors,82,2292.16,723.0,249.0,583.0,85.0,92.0,33.0,263.0,605.0,103.0,22.0,151.0,129.0,30800000,11.355228256317186,3.910721764623761,9.15642887058495,1.3349853413374286,1.4449253106240403,0.518288426636884,4.130601703196985,9.501954488342875,1.6176881195030017,0.3455256177579227,2.371562194611197,2.026036576853274,13.604285913723302,0.4416975946014059
CJ McCollum,New Orleans Pelicans,56,1831.68,1183.0,444.0,1000.0,124.0,173.0,42.0,170.0,227.0,46.0,24.0,124.0,106.0,35802469,23.25078616352201,8.726415094339622,19.654088050314463,2.4371069182389933,3.4001572327044025,0.8254716981132075,3.341194968553459,4.461477987421384,0.9040880503144654,0.4716981132075472,2.4371069182389933,2.0833333333333335,15.47759433962264,0.432305222849928
Kyle Kuzma,Washington Wizards,65,1936.42,964.0,370.0,848.0,128.0,202.0,54.0,316.0,152.0,36.0,19.0,119.0,146.0,25568182,17.921731855692464,6.878673015151671,15.765174910401669,2.379649043079497,3.7553836461098316,1.0039144400491629,5.874758575102509,2.825833238656903,0.6692762933661085,0.35322915483211287,2.21232996973797,2.714287189762551,10.847853254975677,0.4242715909553396
Zach LaVine,Chicago Bulls,74,2602.48,1724.0,625.0,1223.0,235.0,285.0,22.0,293.0,310.0,58.0,12.0,121.0,208.0,40064220,23.848021886815655,8.64559958193723,16.917709261934768,3.250745442808398,3.9423934093633766,0.3043251052841905,4.053057084012173,4.288217392640865,0.8023116412037749,0.1659955119731948,1.6737880790630477,2.8772555408687097,16.989640650456494,0.4240601876301721
Kevin Durant,Phoenix Suns,62,2264.69,1647.0,592.0,1124.0,303.0,361.0,23.0,351.0,263.0,50.0,77.0,104.0,190.0,47649433,26.18106672436404,9.410559502625082,17.86734608268681,4.816553258944932,5.738533750756174,0.3656129536492853,5.579571596995615,4.180704643902698,0.7948107688027942,1.224008583956303,1.6532063991098118,3.020280921450618,19.89570316467155,0.4175433349788558
Kawhi Leonard,LA Clippers,37,1179.96,796.0,310.0,623.0,98.0,121.0,35.0,184.0,116.0,59.0,17.0,56.0,72.0,45640084,24.28556900233906,9.457947727041596,19.007423980473916,2.9899318620970203,3.6916505644259128,1.067832807891793,5.6137496186311395,3.539103020441371,1.8000610190175939,0.5186616495474423,1.7085324926268686,2.196684633377403,18.67487033458761,0.4091769492489893
Stephen Curry,Golden State Warriors,70,2252.45,1718.0,564.0,1258.0,279.0,299.0,40.0,270.0,421.0,80.0,30.0,95.0,200.0,51915615,27.45810117871651,9.014184554596108,20.10610668383316,4.459144487114032,4.778796421674177,0.6393038691202914,4.315301116561966,6.728673222491066,1.2786077382405827,0.47947790184021843,1.5183466891606918,3.1965193456014562,21.12419809540723,0.4068948830791512
Jerami Grant,Portland Trail Blazers,47,1523.59,677.0,214.0,574.0,141.0,166.0,26.0,137.0,101.0,41.0,46.0,109.0,65.0,27586207,15.996429485622773,5.056478448926549,13.562703877027284,3.331604959339455,3.9223150585131172,0.6143385031406087,3.2370913434716693,2.3864688006615955,0.968764562644806,1.0869065824795385,2.5754960323971674,1.535846257851522,10.524091126877964,0.38149830191870754
Rudy Gobert,Minnesota Timberwolves,72,2388.42,866.0,341.0,510.0,184.0,273.0,265.0,520.0,127.0,56.0,104.0,182.0,89.0,41000000,13.052980631547216,5.139799532745497,7.687090210264525,2.773381566056221,4.114854171376893,3.994272364157058,7.837817469289321,1.9142361896148916,0.8440726505388498,1.5675634938578642,2.7432361142512622,1.3414726053206723,15.181249528977322,0.3702743787555444
Tobias Harris,Philadelphia 76ers,73,2305.41,1002.0,384.0,805.0,143.0,166.0,65.0,367.0,162.0,74.0,57.0,138.0,85.0,39270150,15.64667456114097,5.996330370736659,12.570432157403673,2.2330084453524535,2.5921636498497014,1.0150038387965699,5.730867828282172,2.529701875154528,1.1555428318607104,0.8900802894062229,2.1549312269834866,1.3273127122724375,12.892110297083816,0.328292871228753
Jrue Holiday,Boston Celtics,62,1896.07,686.0,254.0,573.0,70.0,77.0,76.0,189.0,239.0,66.0,27.0,101.0,77.0,36861707,13.024835580964838,4.822606760298934,10.87934517185547,1.3290648552004938,1.4619713407205432,1.4429846999319647,3.588475109041333,4.5378071484702565,1.2531182920461799,0.512639301291619,1.9176507196464267,1.4619713407205432,11.931205071542719,0.3236747845546794
Bradley Beal,Phoenix Suns,53,1702.19,902.0,345.0,694.0,110.0,137.0,34.0,143.0,195.0,58.0,28.0,136.0,99.0,46741590,19.076601319476673,7.296482766318683,14.677562434275844,2.326414795058131,2.8974438811178542,0.7190736639270586,3.02433923357557,4.124098954875778,1.2266550737579236,0.5921783114693424,2.8762946557082345,2.0937733155523177,14.186900404772677,0.30351771098870783
